guid,nyu.libraries.collection,dc.title,dc.identifier,dc.source,dc.language,dc.extent,dc.extent,dc.coverage.temporal,dc.coverage.temporal,dc.accrualPeriodicity,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.jurisdiction
aggregatedNewspapers1509,AggregatedNewspapers,"Frankfurter Allgemeine Zeitung - Selected Sections (German Language)",,"Factiva","German","Selected Coverage","Full Text",03/14/1997,"Active","Daily",,,,,
aggregatedNewspapers1510,AggregatedNewspapers,"Frankfurter Rundschau (German Language)",,"Factiva","German","Full Coverage","Full Text",05/31/2001,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1511,AggregatedNewspapers,"Gainsborough Target",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1512,AggregatedNewspapers,"Gazeta Mercantil (Brazil)",,"Factiva","English","Full Coverage","Full Text",07/04/2000,"Active","Irregular",,,,,
aggregatedNewspapers1513,AggregatedNewspapers,"Gazzetta dello Sport, La (Italian Language)",,"Factiva","Italian","Full Coverage","Full Text",02/09/2001,"Active","Daily",,,,,
aggregatedNewspapers1514,AggregatedNewspapers,"General Anzeiger (German Language)",,"Factiva","German","Full Coverage","Full Text",01/21/1998,"Active","Daily",,,,,
aggregatedNewspapers1515,AggregatedNewspapers,"Gestion (Abstracts)",,"Factiva","English","Selected Coverage","Translated Abstracts",07/14/2000,"Active","Irregular",,,,,
aggregatedNewspapers1516,AggregatedNewspapers,"Globe and Mail Report on Business Financial Profile",,"Factiva","English","Full Coverage","Full Text",01/01/1997,"Active","Irregular",,,,,
aggregatedNewspapers1517,AggregatedNewspapers,"Gloucester News",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1518,AggregatedNewspapers,"Gloucestershire Echo (U.K.)",,"Factiva","English","Full Coverage","Full Text",01/02/1998,"Active","Daily",,,,,
aggregatedNewspapers1519,AggregatedNewspapers,"Grimsby Evening Telegraph (U.K.)",,"Factiva","English","Full Coverage","Full Text",06/20/1998,"Active","Daily",,,,,
aggregatedNewspapers1520,AggregatedNewspapers,"Grimsby Target",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1521,AggregatedNewspapers,"Guelph Mercury",,"Factiva","English","Full Coverage","Full Text",12/01/2001,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1522,AggregatedNewspapers,"Hackney Gazette (U.K., Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",11/19/1992,"Active","Daily",,,,,
aggregatedNewspapers1523,AggregatedNewspapers,"Hamilton Spectator",,"Factiva","English","Full Coverage","Full Text",12/01/2001,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1524,AggregatedNewspapers,"Herald (Glasgow, Scotland), The",,"Factiva","English","Selected Coverage","Full Text",12/31/1981,"Active","Daily",,,,,
aggregatedNewspapers1525,AggregatedNewspapers,"Herald and Weekly Times",,"Factiva","English","Full Coverage","Full Text",08/13/1997,"Active","Weekly",,,,,
aggregatedNewspapers1526,AggregatedNewspapers,"Herald Sun (ABIX abstracts)",,"Factiva","English","Selected Coverage","Abstracts",02/03/1996,"Active","Daily",,,,,
aggregatedNewspapers1527,AggregatedNewspapers,"Herald-Sun",,"Factiva","English","Full Coverage","Full Text",07/23/1997,"Active","Daily",,,,,
aggregatedNewspapers1528,AggregatedNewspapers,"Het Financieele Dagblad English Edition",,"Factiva","English","Full Coverage","Full Text",01/02/2002,"Active","Daily",,,,,
aggregatedNewspapers1529,AggregatedNewspapers,"Hindu (India), The",,"Factiva","English","Full Coverage","Full Text",05/01/1998,"Active","Daily",,,,,
aggregatedNewspapers1530,AggregatedNewspapers,"Hindustan Times",,"Factiva","English","Full Coverage","Full Text",10/15/1997,"Active","Daily",,,,,
aggregatedNewspapers1531,AggregatedNewspapers,"Hobart Mercury",,"Factiva","English","Full Coverage","Full Text",04/01/1999,"Active","Daily",,,,,
aggregatedNewspapers1532,AggregatedNewspapers,"Home Hill Observer",,"Factiva","English","Full Coverage","Full Text",08/08/2001,"Active","Weekly",,,,,
aggregatedNewspapers1533,AggregatedNewspapers,"Hull Advertiser",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1534,AggregatedNewspapers,"Hull Daily Mail (U.K.)",,"Factiva","English","Full Coverage","Full Text",06/19/1998,"Active","Daily",,,,,
aggregatedNewspapers1535,AggregatedNewspapers,"Illawarra Mercury (Wollongong, Australia)",,"Factiva","English","Full Coverage","Full Text",07/01/1997,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1536,AggregatedNewspapers,"Independent (Bangladesh), The",,"Factiva","English","Full Coverage","Full Text",06/01/1998,"Active","Daily",,,,,
aggregatedNewspapers1537,AggregatedNewspapers,"International Business Daily",,"Factiva","English","Selected Coverage","Translated Abstracts",01/01/2001,"Active","Daily",,,,,
aggregatedNewspapers1538,AggregatedNewspapers,"International Herald Tribune (abstracts)",,"Factiva","English","Full Coverage","Abstracts",03/03/1998,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1539,AggregatedNewspapers,"Irish Independent (Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",11/16/1996,"Active","Daily",,,,,
aggregatedNewspapers1540,AggregatedNewspapers,"Irish News (Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",01/28/1997,"Active","Daily",,,,,
aggregatedNewspapers1541,AggregatedNewspapers,"Kalgoorlie Miner",,"Factiva","English","Full Coverage","Full Text",03/08/2001,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1542,AggregatedNewspapers,"Kent & Sussex Courier (U.K.)",,"Factiva","English","Full Coverage","Full Text",12/11/1995,"Active","Weekly",,,,,
aggregatedNewspapers1543,AggregatedNewspapers,"Khaleej Times",,"Factiva","English","Selected Coverage","Full Text",05/02/2002,"Active","Daily",,,,,
aggregatedNewspapers1544,AggregatedNewspapers,"Kitchener-Waterloo Record",,"Factiva","English","Full Coverage","Full Text",12/01/2001,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1545,AggregatedNewspapers,"Lancashire Evening Post",,"Factiva","English","Full Coverage","Full Text",07/01/2001,"Active","Daily",,,,,
aggregatedNewspapers1546,AggregatedNewspapers,"Lﾊnder und Reisen (FAZ Institut) (German Language)",,"Factiva","German","Selected Coverage","Full Text",04/30/1997,"Active","Weekly",,,,,
aggregatedNewspapers1547,AggregatedNewspapers,"Leicester Mail",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1548,AggregatedNewspapers,"Leyland Guardian",,"Factiva","English","Full Coverage","Full Text",05/16/2002,"Active","Weekly",,,,,
aggregatedNewspapers1549,AggregatedNewspapers,"Lichfield Mercury",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1550,AggregatedNewspapers,"Lincoln Target",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1551,AggregatedNewspapers,"Lincolnshire Echo (U.K.)",,"Factiva","English","Full Coverage","Full Text",07/02/2001,"Active","Daily",,,,,
aggregatedNewspapers1552,AggregatedNewspapers,"Liverpool Echo",,"Factiva","English","Full Coverage","Full Text",03/01/1995,"Active","Daily",,,,,
aggregatedNewspapers1553,AggregatedNewspapers,"Liverpool Echo (U.K., Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",11/16/1996,"Active","Daily",,,,,
aggregatedNewspapers1554,AggregatedNewspapers,"Llanelli Star (Wales)",,"Factiva","English","Full Coverage","Full Text",08/13/1997,"Active","Weekly",,,,,
aggregatedNewspapers1555,AggregatedNewspapers,"Loughborough Mail",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1556,AggregatedNewspapers,"Louth Target",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1557,AggregatedNewspapers,"Maeil Business Newspaper",,"Factiva","English","Full Coverage","Full Text",07/01/1998,"Active","Daily",,,,,
aggregatedNewspapers1558,AggregatedNewspapers,"Magyar Hﾒrlap (Hungarian Language)",,"Factiva","Hungarian","Full Coverage","Full Text",04/01/1998,"Active","Daily",,,,,
aggregatedNewspapers1559,AggregatedNewspapers,"Mail on Sunday (U.K.), The",,"Factiva","English","Full Coverage","Full Text",05/01/1997,"Active","Weekly",,,,,
aggregatedNewspapers1560,AggregatedNewspapers,"Mainichi Daily News",,"Factiva","English","Selected Coverage","Full Text",03/19/1997,"Active","Irregular",,,,,
aggregatedNewspapers1561,AggregatedNewspapers,"Malay Mail, The",,"Factiva","English","Full Coverage","Full Text",05/15/1998,"Active","Daily",,,,,
aggregatedNewspapers1562,AggregatedNewspapers,"Malaysian Business",,"Factiva","English","Full Coverage","Full Text",05/16/1998,"Active","Bi-weekly",,,,,
aggregatedNewspapers1563,AggregatedNewspapers,"Manchester Evening News (U.K.)",,"Factiva","English","Selected Coverage","Full Text",12/31/1981,"Active","Daily",,,,,
aggregatedNewspapers1564,AggregatedNewspapers,"Manila Standard",,"Factiva","English","Full Coverage","Full Text",08/21/1997,"Active","Daily",,,,,
aggregatedNewspapers1565,AggregatedNewspapers,"Mansfield & Ashfield Recorder",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1566,AggregatedNewspapers,"Marca (Spanish Language)",,"Factiva","Spanish","Full Coverage","Full Text",02/22/2002,"Active","Daily",,,,,
aggregatedNewspapers1567,AggregatedNewspapers,"Mercury (ABIX Abstracts), The",,"Factiva","English","Selected Coverage","Abstracts",02/12/1999,"Active","Irregular",,,,,
aggregatedNewspapers1568,AggregatedNewspapers,"Mid Devon Gazette (U.K.)",,"Factiva","English","Full Coverage","Full Text",06/23/1998,"Active","Weekly",,,,,
aggregatedNewspapers1569,AggregatedNewspapers,"Mid Somerset Series",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1570,AggregatedNewspapers,"Mirror (U.K.)",,"Factiva","English","Full Coverage","Full Text",03/01/1995,"Active","Daily",,,,,
aggregatedNewspapers1571,AggregatedNewspapers,"Montreal Gazette",,"Factiva","English","Full Coverage","Full Text",12/01/2001,"Active","Daily",,,,,
aggregatedNewspapers1572,AggregatedNewspapers,"Neath Port Talbot",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1573,AggregatedNewspapers,"Nelson Mail (New Zealand), The",,"Factiva","English","Selected Coverage","Full Text",07/01/1997,"Active","Daily",,,,,
aggregatedNewspapers1574,AggregatedNewspapers,"Nelson Mail (New Zealand), The",,"Factiva","English","Selected Coverage","Full Text",07/01/1997,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1575,AggregatedNewspapers,"Neue Zuercher Zeitung (Switzerland, Abstracts)",,"Factiva","English","Full Coverage","Translated Abstracts",06/28/1988,"Active","Daily",,,,,
aggregatedNewspapers1576,AggregatedNewspapers,"New Sunday Times",,"Factiva","English","Full Coverage","Full Text",05/17/1998,"Active","Weekly",,,,,
aggregatedNewspapers1577,AggregatedNewspapers,"New Truth & TV Extra (N.Z.)",,"Factiva","English","Selected Coverage","Full Text",06/01/1997,"Active","Weekly",,,,,
aggregatedNewspapers1578,AggregatedNewspapers,"Newcastle Evening Chronicle (U.K., Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",11/16/1996,"Active","Daily",,,,,
aggregatedNewspapers1579,AggregatedNewspapers,"Newcastle Herald (New South Wales, Australia), The",,"Factiva","English","Full Coverage","Full Text",09/01/1997,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1580,AggregatedNewspapers,"Newcastle Journal (U.K., Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",11/16/1996,"Active","Daily",,,,,
aggregatedNewspapers1581,AggregatedNewspapers,"Newsquest Media Group Newspapers",,"Factiva","English","Full Coverage","Full Text",08/09/2002,"Active","Daily",,,,,
aggregatedNewspapers1582,AggregatedNewspapers,"Norte (Spanish Language), El",,"Factiva","Spanish","Selected Coverage","Full Text",05/01/1995,"Active","Daily",,,,,
aggregatedNewspapers1583,AggregatedNewspapers,"North Devon Journal (U.K.)",,"Factiva","English","Full Coverage","Full Text",06/25/1998,"Active","Weekly",,,,,
aggregatedNewspapers1584,AggregatedNewspapers,"North Staffs Advertiser",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1585,AggregatedNewspapers,"Northern Echo (U.K.), The",,"Factiva","English","Selected Coverage","Full Text",03/31/1986,"Active","Daily",,,,,
aggregatedNewspapers1586,AggregatedNewspapers,"Northern Territory News",,"Factiva","English","Full Coverage","Full Text",09/06/2000,"Active","Daily",,,,,
aggregatedNewspapers1587,AggregatedNewspapers,"Northern Territory News (ABIX abstracts)",,"Factiva","English","Selected Coverage","Abstracts",01/29/1998,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1588,AggregatedNewspapers,"Nottingham Evening Post (U.K.)",,"Factiva","English","Full Coverage","Full Text",05/28/1997,"Active","Daily",,,,,
aggregatedNewspapers1589,AggregatedNewspapers,"Nottingham Evening Post (U.K., Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",11/18/1996,"Active","Daily",,,,,
aggregatedNewspapers1590,AggregatedNewspapers,"Nottingham Recorder",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1591,AggregatedNewspapers,"Nueva Economﾒa (Spanish Language)",,"Factiva","Spanish","Full Coverage","Full Text",09/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1592,AggregatedNewspapers,"Otago Daily Times",,"Factiva","English","Full Coverage","Full Text",08/21/2002,"Active","Daily",,,,,
aggregatedNewspapers1593,AggregatedNewspapers,"Ottawa Citizen",,"Factiva","English","Full Coverage","Full Text",12/01/2001,"Active","Daily",,,,,
aggregatedNewspapers1594,AggregatedNewspapers,"Oxford Mail (U.K., Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",11/16/1996,"Active","Daily",,,,,
aggregatedNewspapers1595,AggregatedNewspapers,"Pacific Daily News",,"Factiva","English","Selected Coverage","Translated Abstracts",01/01/2001,"Active","Monday-Friday",,,,,
aggregatedNewspapers1596,AggregatedNewspapers,"PARI Daily",,"Factiva","English","Full Coverage","Full Text",12/07/1997,"Active","Daily",,,,,
aggregatedNewspapers1597,AggregatedNewspapers,"Passauer Neue Presse (German Language)",,"Factiva","German","Full Coverage","Full Text",02/25/1998,"Active","Monday-Saturday",,,,,
aggregatedNewspapers1598,AggregatedNewspapers,"Periﾘdic d'Andorra (Catalan Language), El",,"Factiva","Catalan","Full Coverage","Full Text",07/06/2001,"Active","Daily",,,,,
aggregatedNewspapers1599,AggregatedNewspapers,"Periﾗdico Cﾗrdoba (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",07/08/2001,"Active","Daily",,,,,
aggregatedNewspapers1600,AggregatedNewspapers,"Periﾗdico de Alicante (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",03/24/2002,"Active","Daily",,,,,
aggregatedNewspapers1601,AggregatedNewspapers,"Periﾗdico de Aragﾗn (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",07/06/2001,"Active","Daily",,,,,
aggregatedNewspapers1602,AggregatedNewspapers,"Periﾗdico de Catalunya (Catalan Language), El",,"Factiva","Catalan","Full Coverage","Full Text",07/06/2001,"Active","Daily",,,,,
aggregatedNewspapers1603,AggregatedNewspapers,"Periﾗdico de Catalunya (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",07/06/2001,"Active","Daily",,,,,
aggregatedNewspapers1604,AggregatedNewspapers,"Periﾗdico de Gijﾗn (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",03/24/2002,"Active","Daily",,,,,
aggregatedNewspapers1605,AggregatedNewspapers,"Periﾗdico El Adelanto de Salamanca (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",07/06/2001,"Active","Daily",,,,,
aggregatedNewspapers1606,AggregatedNewspapers,"Periﾗdico Extremadura (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",07/06/2001,"Active","Daily",,,,,
aggregatedNewspapers1607,AggregatedNewspapers,"Periﾗdico La Voz de Asturias (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",07/06/2001,"Active","Daily",,,,,
aggregatedNewspapers1608,AggregatedNewspapers,"Periﾗdico Mediterrﾇneo (Spanish Language), El",,"Factiva","Spanish","Full Coverage","Full Text",07/06/2001,"Active","Daily",,,,,
aggregatedNewspapers1609,AggregatedNewspapers,"Philippine Daily Inquirer",,"Factiva","English","Full Coverage","Full Text",01/01/2001,"Active","Daily",,,,,
aggregatedNewspapers1610,AggregatedNewspapers,"Plymouth Extra",,"Factiva","English","Full Coverage","Full Text",08/08/2002,"Active","Weekly",,,,,
aggregatedNewspapers1611,AggregatedNewspapers,"Portafolio (Abstracts)",,"Factiva","English","Selected Coverage","Translated Abstracts",07/21/2000,"Active","Irregular",,,,,
aggregatedNewspapers1612,AggregatedNewspapers,"Portsmouth News (U.K., Abstracts)",,"Factiva","English","Selected Coverage","Abstracts",11/18/1996,"Active","Daily",,,,,
aggregatedNewspapers1613,AggregatedNewspapers,"Prensa (Spanish Language), La",,"Factiva","Spanish","Full Coverage","Full Text",11/27/1996,"Active","Irregular",,,,,
aggregatedNewspapers1614,AggregatedNewspapers,"Presse (Austria, Abstracts), Die",,"Factiva","English","Selected Coverage","Translated Abstracts",09/20/1981,"Active","Daily",,,,,
aggregatedNewspapers1615,AggregatedNewspapers,"Razon (Abstracts), La",,"Factiva","English","Selected Coverage","Translated Abstracts",07/15/2000,"Active","Irregular",,,,,
aggregatedNewspapers1616,AggregatedNewspapers,"Recht und Steuern (FAZ Institut) (German Language)",,"Factiva","German","Selected Coverage","Full Text",04/29/1997,"Active","Weekly",,,,,
aggregatedNewspapers1617,AggregatedNewspapers,"Reforma (Spanish Language)",,"Factiva","Spanish","Selected Coverage","Full Text",05/01/1995,"Active","Daily",,,,,
